date,period,time,price_yuan_per_kwh,predicted_load_kwh,actual_load_kwh,predicted_pv_kwh,actual_pv_kwh,planned_grid_kwh,planned_charge_kwh,planned_discharge_kwh,predicted_curtailment_kwh,purchase_margin_kwh,soc_before_kwh,soc_after_kwh,actual_emergency_kwh,actual_surplus_kwh,planned_cost_yuan,emergency_cost_yuan
2025-02-01,1,0:00-0:10,0.4248,433.0515452386485,422.0303666666667,0.0,0.0,460.2108253586648,0.0,0.0,27.15928012001632,27.15928012001598,10800.0,10800.0,0.0,38.180458691998126,195.49755861236082,0.0
2025-02-01,2,0:10-0:20,0.4245,439.074286418092,415.4073166666667,0.0,0.0,466.233566538108,0.0,0.0,27.15928012001598,27.15928012001598,10800.0,10800.0,0.0,50.82624987144129,197.91614899542685,0.0
2025-02-01,3,0:20-0:30,0.4269,456.93811932954696,410.7166666666667,0.0,0.0,484.9902359962136,0.0,0.0,28.05211666666662,28.05211666666662,10800.0,10800.0,0.0,74.27356932954689,207.0423317467836,0.0
2025-02-01,4,0:30-0:40,0.4272,457.9942878306088,430.29479999999995,0.0,0.0,486.63229658495146,0.0,0.0,28.63800875434265,28.63800875434265,10800.0,10800.0,0.0,56.33749658495151,207.88931710109128,0.0
2025-02-01,5,0:40-0:50,0.4271,467.3932261959604,424.4105833333333,0.0,0.0,495.4745095292937,0.0,0.0,28.081283333333317,28.081283333333317,10800.0,10800.0,0.0,71.06392619596039,211.61716301996134,0.0
2025-02-01,6,0:50-1:00,0.4285,485.7675007889614,406.0516666666666,0.0,0.0,515.0320163981987,0.0,0.0,29.26451560923732,29.264515609237264,10800.0,10800.0,0.0,108.9803497315321,220.69121902662815,0.0
2025-02-01,7,1:00-1:10,0.4311,479.9456937418311,436.7501833333333,0.0,0.0,510.2054106809506,0.0,0.0,30.25971693911947,30.25971693911947,10800.0,10800.0,0.0,73.45522734761727,219.9495525445578,0.0
2025-02-01,8,1:10-1:20,0.4302,461.9064672476694,451.7976833333333,0.0,0.0,492.2966839143361,0.0,0.0,30.390216666666674,30.390216666666674,10800.0,10800.0,0.0,40.499000581002804,211.7860334199474,0.0
2025-02-01,9,1:20-1:30,0.4279,458.76821618623103,446.08,0.0,0.0,489.1584328528977,0.0,0.0,30.390216666666674,30.390216666666674,10800.0,10800.0,0.0,43.07843285289772,209.31089341775493,0.0
2025-02-01,10,1:30-1:40,0.4312,484.1971023467243,471.7663333333333,0.0,0.0,514.4568192858437,0.0,0.0,30.259716939119414,30.25971693911947,10800.0,10800.0,0.0,42.690485952510414,221.83378047605584,0.0
2025-02-01,11,1:40-1:50,0.4333,500.3030288238596,448.02596666666665,0.0,0.0,530.6932454905264,0.0,0.0,30.39021666666673,30.390216666666674,10800.0,10800.0,0.0,82.6672788238597,229.94938327104506,0.0
2025-02-01,12,1:50-2:00,0.4311,492.88810107590723,397.4033333333333,0.0,0.0,522.6314344092406,0.0,0.0,29.74333333333334,29.74333333333334,10800.0,10800.0,0.0,125.22810107590726,225.3064113738236,0.0
2025-02-01,13,2:00-2:10,0.4293,486.7061492167397,434.0906333333333,0.0,0.0,516.4494825500731,0.0,0.0,29.743333333333396,29.74333333333334,10800.0,10800.0,0.0,82.35884921673977,221.71176285874637,0.0
2025-02-01,14,2:10-2:20,0.4324,493.4253235537608,490.5609166666666,0.0,0.0,522.8879058363875,0.0,0.0,29.462582282626727,29.462582282626727,10800.0,10800.0,0.0,32.32698916972089,226.09673048365397,0.0
2025-02-01,15,2:20-2:30,0.4367,503.4410255281153,503.22,0.0,0.0,533.1843588614486,0.0,0.0,29.743333333333283,29.74333333333334,10800.0,10800.0,0.0,29.964358861448545,232.84160951479458,0.0
2025-02-01,16,2:30-2:40,0.4348,495.86007028424,474.07281666666665,0.0,0.0,525.6034036175733,0.0,0.0,29.74333333333334,29.74333333333334,10800.0,10800.0,0.0,51.530586950906695,228.5323598929209,0.0
2025-02-01,17,2:40-2:50,0.4335,504.3068150858442,461.38439999999997,0.0,0.0,531.0668928732032,0.0,0.0,26.760077787358966,26.760077787359023,10800.0,10800.0,0.0,69.68249287320322,230.2174980605336,0.0
2025-02-01,18,2:50-3:00,0.4357,523.4549366751479,476.94166666666666,0.0,0.0,554.0738849107124,0.0,0.0,30.618948235564517,30.618948235564517,10800.0,10800.0,0.0,77.13221824404576,241.4099916555974,0.0
2025-02-01,19,3:00-3:10,0.4374,514.5102249651532,483.39955,0.0,0.0,541.1435542228368,0.0,0.0,26.633329257683613,26.633329257683613,10800.0,10800.0,0.0,57.74400422283679,236.69619061706882,0.0
2025-02-01,20,3:10-3:20,0.4371,509.6359321719248,486.6019166666666,0.0,0.0,536.1566488385915,0.0,0.0,26.520716666666715,26.52071666666677,10800.0,10800.0,0.0,49.55473217192491,234.35407120734834,0.0
2025-02-01,21,3:20-3:30,0.4356,512.3166358937539,498.84833333333336,0.0,0.0,537.9266358937539,0.0,0.0,25.610000000000014,25.610000000000014,10800.0,10800.0,0.0,39.078302560420525,234.3208425953192,0.0
2025-02-01,22,3:30-3:40,0.4353,500.1010379244434,518.3097333333333,0.0,0.0,525.7110379244434,0.0,0.0,25.610000000000014,25.610000000000014,10800.0,10800.0,0.0,7.401304591110147,228.84201480851024,0.0
2025-02-01,23,3:40-3:50,0.436,512.0443990462976,509.13346666666666,0.0,0.0,538.527362718145,0.0,0.0,26.482963671847415,26.482963671847415,10800.0,10800.0,0.0,29.39389605147835,234.79793014511122,0.0
2025-02-01,24,3:50-4:00,0.4378,538.5119588203381,483.6166666666666,0.0,0.0,564.374887151644,0.0,0.0,25.862928331305852,25.862928331305852,10800.0,10800.0,0.0,80.75822048497736,247.08332559498973,0.0
2025-02-01,25,4:00-4:10,0.4401,526.8297437159428,491.1868,0.0,0.0,550.3213598856127,0.0,0.0,23.491616169669896,23.491616169669896,10800.0,10800.0,0.0,59.134559885612646,242.1964304856581,0.0
2025-02-01,26,4:10-4:20,0.4389,521.8810272366105,504.64528333333334,0.0,0.0,547.4745843924404,0.0,0.0,25.5935571558299,25.593557155829927,10800.0,10800.0,0.0,42.82930105910708,240.2865950898421,0.0
2025-02-01,27,4:20-4:30,0.4364,540.6964196710724,505.57833333333326,0.0,0.0,566.9614196710723,0.0,0.0,26.264999999999986,26.264999999999986,10800.0,10800.0,0.0,61.38308633773909,247.421963544456,0.0
2025-02-01,28,4:30-4:40,0.4393,548.9247768662773,503.23096666666663,0.0,0.0,575.1897768662773,0.0,0.0,26.264999999999986,26.264999999999986,10800.0,10800.0,0.0,71.95881019961064,252.68086897735563,0.0
2025-02-01,29,4:40-4:50,0.4422,541.9992146925202,502.84698333333336,0.00022226101157783121,0.00023333333333333333,568.2639924315087,0.0,0.0,26.264999999999986,26.264999999999986,10800.0,10800.0,0.0,65.41724243150863,251.28633745321312,0.0
2025-02-01,30,4:50-5:00,0.4395,535.4212725725775,499.64166666666665,0.0,0.0,561.4187155502415,0.0,0.0,25.997442977663923,25.997442977663923,10800.0,10800.0,0.0,61.77704888357482,246.74352548433112,0.0
2025-02-01,31,5:00-5:10,0.4333,549.0177410448622,488.78358333333335,0.0,0.0,574.5415585208892,0.0,0.0,25.523817476027034,25.523817476027034,10800.0,10800.0,0.0,85.75797518755587,248.94885730710132,0.0
2025-02-01,32,5:10-5:20,0.4439,562.5091625519004,498.51875,0.003661894288172378,0.0033166666666666665,588.0990578134422,0.0,0.0,25.5935571558299,25.593557155829927,10800.0,10800.0,0.0,89.58362448010884,261.057171763387,0.0
2025-02-01,33,5:20-5:30,0.4301,565.0746761213869,529.2233333333334,0.0,0.0,591.0721190990508,0.0,0.0,25.997442977663923,25.997442977663923,10800.0,10800.0,0.0,61.84878576571748,254.22011842450175,0.0
2025-02-01,34,5:30-5:40,0.3713,563.1057028531868,547.4103166666666,0.0,0.0,588.9686311844927,0.0,0.0,25.862928331305852,25.862928331305852,10800.0,10800.0,0.0,41.558314517826034,218.68405275880212,0.0
2025-02-01,35,5:40-5:50,0.5708,551.701102391208,531.2274,0.05098213753095873,0.04623333333333333,577.7016671858956,0.0,0.0,26.05154693221857,26.05154693221854,10800.0,10800.0,0.0,46.52050051922899,329.7521116297092,0.0
2025-02-01,36,5:50-6:00,0.9099,543.0206990531524,510.98333333333335,0.0,0.0,0.0,0.0,568.5445165291794,25.523817476027034,25.523817476027034,10800.0,10168.283870523133,0.0,57.56118319584607,0.0,0.0
2025-02-01,37,6:00-6:10,0.9368,552.5408228084237,535.1871833333332,0.0,0.0,0.0,0.0,578.7372762105724,26.196453402148677,26.196453402148624,10168.283870523133,9525.242452511386,0.0,43.550092877239194,0.0,0.0
2025-02-01,38,6:10-6:20,0.8758,554.1910537096702,533.9993499999999,0.7100981195612548,0.6440166666666667,0.0,0.0,580.0898113459143,26.608855755805394,26.608855755805394,9525.242452511386,8880.698217682591,0.0,46.73447801258101,0.0,0.0
2025-02-01,39,6:20-6:30,0.8759,546.3888156023892,504.52,0.0,0.0,0.0,0.0,572.9976713581946,26.608855755805394,26.608855755805394,8880.698217682591,8244.03413839571,0.0,68.47767135819458,0.0,0.0
2025-02-01,40,6:30-6:40,0.8601,557.3015736806225,519.5536833333333,0.0,0.0,0.0,0.0,583.4980270827712,26.196453402148677,26.196453402148624,8244.03413839571,7595.70299719263,0.0,63.94434374943785,0.0,0.0
2025-02-01,41,6:40-6:50,0.8442,599.1462905527965,566.415,11.88291240960063,14.934916666666666,0.0,0.0,611.9119781431958,24.648599999999988,24.648599999999988,7595.70299719263,6915.800799255746,0.0,60.43189480986257,0.0,0.0
2025-02-01,42,6:50-7:00,0.8334,644.3224476210397,608.7916666666666,50.800319923201144,56.75,0.0,0.0,617.3643539743014,23.84222627646284,23.8422262764628,6915.800799255746,6229.840405950967,0.0,65.32268730763474,0.0,0.0
2025-02-01,43,7:00-7:10,0.8092,645.9181889946619,617.2140499999999,94.18321677812727,102.656,0.0,0.0,576.568982945889,24.834010729354418,24.83401072935446,6229.840405950967,5589.208202677757,0.0,62.01093294588918,0.0,0.0
2025-02-01,44,7:10-7:20,0.7972,638.9509452378403,595.3964666666666,139.12216704680333,147.48791666666665,0.0,0.0,524.6627889203914,24.834010729354418,24.83401072935446,5589.208202677757,5006.249548321766,0.0,76.75423892039151,0.0,0.0
2025-02-01,45,7:20-7:30,0.7644,640.6595653598571,579.5366666666666,185.6312129509327,190.11249999999998,0.0,0.0,478.87057868538716,23.84222627646284,23.8422262764628,5006.249548321766,4474.171127560225,0.0,89.44641201872048,0.0,0.0
2025-02-01,46,7:30-7:40,0.6899,639.2750133724435,609.0003666666667,232.78716243855337,231.34661666666665,0.00017801817318741087,0.0,430.10736032456106,23.61968740884413,23.61968740884413,4474.171127560225,3996.2740605329345,0.0,52.45378834273424,0.00012281473768199476,0.0
2025-02-01,47,7:40-7:50,0.86,635.8477404352572,640.2366833333333,280.91026085369566,279.07533333333333,0.0,0.0,379.31126343896136,24.37378385739987,24.37378385739987,3996.2740605329345,3574.817101156311,0.0,18.14991343896139,0.0,0.0
2025-02-01,48,7:50-8:00,1.1617,630.3428813476773,633.9416666666666,330.53779563304283,334.01874999999995,0.0,0.0,326.8795380813773,27.074452366742776,27.07445236674279,3574.817101156311,3211.617614399225,0.0,26.95662141471064,0.0,0.0
2025-02-01,49,8:00-8:10,1.1683,626.8136473110713,590.91065,380.9457189766133,388.6844166666666,0.0,0.0,273.6791632977754,27.81123496331736,27.811234963317332,3211.617614399225,2907.5296551794745,0.0,71.45292996444198,0.0,0.0
2025-02-01,50,8:10-8:20,1.0956,632.6226920051406,568.5581666666667,427.2181898580836,438.7655666666667,0.0,0.0,231.94594202767775,26.541439880620715,26.541439880620715,2907.5296551794745,2649.8119418153883,0.0,102.15334202767775,0.0,0.0
2025-02-01,51,8:20-8:30,1.0849,640.0104851521032,574.2283333333332,473.0337621626762,487.94374999999997,0.0,0.0,194.78795795274434,27.81123496331736,27.811234963317332,2649.8119418153883,2433.3808774234503,0.0,108.50337461941106,0.0,0.0
